timestamp,investor_profile,price,action,reasoning,profit_taking_tendency,stop_loss_tendency,volatility_reaction,time_based_trading,technical_indicator_reliance,chart_pattern_recognition,volume_reaction,candle_analysis,rsi,macd_signal,bb_position,volume_ratio,daily_return,gap,return_1d,return_7d,return_30d
11,Conservative,108.98556518554688,BUY,매수 점수: 0.66,1.0,0.8888888888888888,1.0,0.5,0.6666666666666666,0.5,0.7345315273151246,0,59.88721555270651,1,0.859865594301942,0.8901078464578257,4.076367298835093,1.4988046246129862,0.06530912660844038,0.17868294449069358,0.10879053460157666
12,Conservative,116.10331726074219,SELL,수익실현_5-10%,1.0,0.9,1.0,0.7,0.6666666666666666,1.0,0.8479027550612457,0,59.88721555270651,1,0.9121149870250916,0.9023507372310756,6.530912660844046,3.137042729640052,0.01670408533532958,0.0654382925784606,0.0635489378490874
19,Conservative,123.70092010498047,BUY,볼린저 하단(0.17),0.96875,0.9090909090909091,1.0,0.7,0.3333333333333333,1.0,0.627230986655838,0,59.37567008419027,1,0.17304431105518633,1.209546226325067,-3.704287719850896,1.1828765010069398,0.04549854576927316,-0.12720221575212165,0.009622463730886797
20,Conservative,129.32913208007812,SELL,수익실현_0-5%,0.9705882352941176,0.875,1.0,0.5,1.0,0.5,0.685498479131066,0,64.24549875223803,1,0.6801909073259748,1.0256564601414968,4.549854576927315,1.7132662712456288,-0.022493562194288292,-0.1790213190298776,-0.012669552087293177
22,Conservative,128.25949096679688,BUY,매수 점수: 0.68,0.9736842105263158,0.875,1.0,0.7,1.0,0.5,0.5660325710393485,0,61.85171495937817,1,0.6279293951526164,0.9518153798195343,1.4550157421818755,-1.1149670584348648,-0.020966523088021886,-0.19851916826064103,0.033993233569849866
24,Conservative,117.55286407470703,SELL,손절_-5--10%,0.975,0.875,1.0,0.7,0.3333333333333333,1.0,0.6657015279323696,0,48.66983011221616,1,0.02609323789200632,1.218162159429596,-6.384845026248954,-3.383488233924502,0.01513737540554712,-0.08070417693170037,0.14645413138684996
25,Conservative,119.33230590820312,BUY,매수 점수: 0.76,0.9736842105263158,0.8333333333333334,1.0,0.5,0.5,0.8,0.7771169722633011,0,50.5890596086109,1,0.25623610985423395,0.8923957444785501,1.5137375405547049,1.6498001601311323,-0.09525012396807288,-0.020608237617705735,0.15675484703017506
27,Conservative,106.17646026611328,SELL,손절_-10%+,0.9705882352941176,0.8333333333333334,1.0,0.7,0.3333333333333333,1.0,0.8005486700967395,0,38.89038872617463,1,0.18533538502009736,0.8934278000484912,-1.6574019145230823,-2.3981384644699624,0.009415265520475634,0.12145915274394667,0.27795497817344134
28,Conservative,107.17613983154297,BUY,매수 점수: 0.71,0.96875,0.7916666666666666,1.0,0.7,0.5,0.5,0.8062533882139787,0,40.09850467596752,1,0.30107375012937165,0.7895292476370783,0.9415265520475558,-1.1486731875179386,-0.04085439482976363,0.08935718078379726,0.2773222494554482
31,Conservative,108.06585693359375,SELL,수익실현_0-5%,0.9642857142857143,0.8333333333333334,1.0,0.7,0.5,0.8,0.774630531254503,0,43.114980447345125,0,0.7701126620612826,0.8203617785912379,1.5309485573186121,1.258570495786709,0.08149864081859264,0.09047254216342822,0.32842092659290806
32,Conservative,116.87307739257812,BUY,매수 점수: 0.75,0.9642857142857143,0.8333333333333334,1.0,0.7,0.3333333333333333,1.0,0.7971797287294815,0,52.297841205784486,0,0.9615849684212234,1.2951722688289098,8.14986408185927,1.1933384254903228,0.019161698693134208,-0.007698911950475455,0.1938409226630723
33,Conservative,119.11256408691406,SELL,수익실현_0-5%,0.9642857142857143,0.8333333333333334,1.0,0.7,0.3333333333333333,0.5,0.843483010682984,0,54.31726062501143,0,0.8372514380292626,1.0379709987285834,1.9161698693134221,-0.051326378158066926,-0.0003358244853007772,-0.024173213952415278,0.17852949740595922
35,Conservative,116.75309753417969,BUY,매수 점수: 0.75,0.9642857142857143,0.8571428571428572,1.0,0.5,1.0,0.8,0.9132656528455179,0,51.648820992575246,1,0.5476014325079472,0.7958730157105167,-1.947942981514994,-1.9395448821638333,-0.010190052160802852,0.05762983904789774,0.2032883353671311
37,Conservative,113.34388732910156,HOLD,관망,0.9642857142857143,0.84375,1.0,0.7,0.3333333333333333,0.5,0.9116544390717799,0,47.8066171826865,1,0.10902171024445709,1.1119128961212692,-1.9205825423085243,0.2595338620261458,0.03969303072587154,0.07083011077522464,0.22907296006181926
38,Conservative,117.84284973144531,SELL,수익실현_0-5%,0.9642857142857143,0.8235294117647058,1.0,0.7,1.0,0.9,0.8720520559321762,0,52.912083528889454,1,0.6688461104543577,1.1093447653448705,3.9693030725871603,3.510624184466921,-0.01586492413713984,0.030287653071385038,0.1263257079646648
39,Conservative,115.97328186035156,BUY,매수 점수: 0.68,0.9642857142857143,0.8235294117647058,1.0,0.5,1.0,0.5,0.8693689281537061,0,50.69296146773886,1,0.5130525689531015,1.3035653580583153,-1.5864924137139802,-0.6871986397992428,0.0022414536029235206,0.008620702131788683,0.1672414371564748
40,Conservative,116.23323059082031,SELL,수익실현_0-5%,0.9642857142857143,0.8529411764705882,1.0,0.5,1.0,0.8,0.7687847970158688,0,51.00067568842355,1,0.5763120462732145,0.723892182069036,0.22414536029236043,0.4741461634780615,0.03965245112511899,0.022277567289153172,0.17022194140541055
43,Conservative,124.01143646240234,HOLD,관망,0.9285714285714286,0.8529411764705882,1.0,0.7,1.0,1.0,0.8184115770912352,0,59.45574734170213,1,0.7834199860186917,0.9882300570207654,0.4291140394100168,2.663752601507973,-0.021283432507340924,0.029667856024700224,0.2002581204492782
44,Conservative,121.3720474243164,BUY,매수 점수: 0.73,0.9285714285714286,0.84375,1.0,0.5,1.0,0.5,0.7951203678786462,0,55.538959591146,1,0.5166965151239967,0.9546071192393442,-2.1283432507340883,-0.05643118470388068,0.00032944699860332325,0.09464570367106795,0.2160624803996008
45,Conservative,121.41203308105469,SELL,수익실현_0-5%,0.9333333333333333,0.875,0.7,0.5,0.5,1.0,0.7554331629195395,0,55.58669435760469,1,0.3402580096518475,0.7867510576949456,0.032944699860326665,-2.5453128681411608,-0.03656128630656896,0.09230891234845308,0.19614624313438256
46,Conservative,116.97305297851562,BUY,볼린저 하단(0.05),0.9375,0.875,1.0,0.7,0.3333333333333333,1.0,0.8078368606898774,0,49.26340242435593,1,0.04859509020605499,1.089073720349329,-3.6561286306568963,0.2717341301276237,0.0158119428443665,0.15222230889703633,0.2674357476559318
47,Conservative,118.82262420654297,SELL,수익실현_0-5%,0.9375,0.875,1.0,0.7,0.5,0.5,0.8042331422973514,0,51.72742885430882,1,0.32450848615776506,0.8377320902521301,1.58119428443666,-0.4786313644230296,0.033655917796469946,0.1342029144259855,0.23071089015192253
56,Conservative,131.5697021484375,BUY,볼린저 하단(0.19),0.9444444444444444,0.8333333333333334,1.0,0.7,0.3333333333333333,1.0,0.8608347819951088,0,59.54146246274771,1,0.1866213675004483,1.4888235877767604,-4.686036204385957,-0.1448699571903603,0.03130685671712968,0.06694526168122848,0.04042550279777959
57,Conservative,135.68873596191406,SELL,수익실현_0-5%,0.9444444444444444,0.8333333333333334,1.0,0.7,1.0,0.5,0.9045332401350312,0,63.601061551700575,1,0.5866418448631386,1.0285957555077,3.130685671712974,1.8084932316263669,0.008915493589708268,0.04288244348016086,-0.002799888490263196
60,Conservative,143.67691040039062,BUY,매수 점수: 0.93,0.9444444444444444,0.8571428571428572,1.0,0.5,0.5,1.0,0.8671625262942653,0,70.54257835377562,1,0.9162011073940669,0.9517777957021317,4.137688103752701,0.09420843529987458,-0.0008349608804578585,-0.030408527603517838,-0.024006665243558576
66,Conservative,141.21746826171875,SELL,가족이벤트,0.9444444444444444,0.8,1.0,0.7,1.0,0.5,0.8467466484633699,0,63.95550217477022,1,0.7136954340438599,0.7922562453793649,0.5194961484731531,-0.16368538198405325,-0.013522131367541353,0.054017859651200435,-0.013666596505089019
68,Conservative,132.72943115234375,BUY,볼린저 하단(0.01),0.95,0.75,1.0,0.7,0.6666666666666666,1.0,0.7145118476548404,0,49.25187013572751,0,0.013837663396976908,1.3697024255698724,-4.722255964418476,-1.2487292612070824,0.019885484441325665,0.09415482293842795,0.01129290884601996
69,Conservative,135.3688201904297,SELL,수익실현_0-5%,0.9473684210526316,0.625,1.0,0.5,1.0,0.5,0.8871802906296034,0,52.934560169445206,0,0.31124329069594303,1.0484661445051044,1.9885484441325652,1.4612834819116345,0.004800637003917362,0.09519923900395547,-0.025043704406826735
73,Conservative,148.84573364257812,HOLD,관망,0.9117647058823529,0.7857142857142857,1.0,0.7,0.6666666666666666,0.5,0.8965825881586549,0,67.73883467335662,1,0.8639359241342088,1.0319103695685456,2.245752789843891,0.5357012197905177,-0.008396213784581344,-0.0586380753425458,-0.09518230803155056
79,Conservative,141.94729614257812,BUY,볼린저 하단(0.06),0.9411764705882353,0.8571428571428572,1.0,0.5,0.6666666666666666,0.5,0.6354652090722019,0,53.62826146676325,0,0.05709644780691624,1.229202863837962,-3.2570089769523136,-1.2878077273206296,-0.012889219403744608,-0.035638738949663636,-0.05409733433175765
81,Conservative,146.97613525390625,SELL,수익실현_0-5%,0.96875,0.7777777777777778,1.0,0.7,0.5,1.0,0.6849111587576318,0,59.199623853783294,0,0.7282840205540231,1.0494084186879578,4.894762508066752,0.8348354521085208,-0.0076184866055911465,-0.0595876675676697,-0.017209933153575684
85,Conservative,135.98867797851562,BUY,볼린저 하단(0.05),0.9666666666666667,0.8,1.0,0.5,0.6666666666666666,1.0,0.33761386649264885,0,44.11443627663152,0,0.04975478664261506,1.134676332184716,-4.177517113780349,0.02819029566543027,0.00661669446017203,0.06653430809207292,-0.0007397762650869813
86,Conservative,136.8884735107422,SELL,수익실현_0-5%,0.9642857142857143,0.7727272727272727,1.0,0.7,1.0,0.5,0.3504489122150612,0,45.37000963035444,0,0.24088905451128506,0.6417996348082547,0.661669446017199,1.2351136494928527,-0.011539692410860936,0.04038713993777591,-0.02688303348421374
89,Conservative,138.5980682373047,HOLD,관망,0.9583333333333334,0.875,1.0,0.5,0.3333333333333333,0.8,0.5123635148427838,0,48.28821558310103,0,0.8170880944975849,0.7984158437943109,0.2748539289969987,0.4195171625313506,0.011758018654955328,0.004974368510176466,-0.03643356394683218
100,Conservative,130.36895751953125,BUY,볼린저 하단(0.18),0.95,0.8333333333333334,1.0,0.7,0.6666666666666666,1.0,0.7419235182560854,0,38.43506101426168,0,0.17616547158312404,1.2088164795871437,-1.2196863234310573,-2.2045372309718037,-0.011350607336730704,0.05077072892111996,-0.10529947822178734
101,Conservative,128.88919067382812,HOLD,관망,0.95,0.8333333333333334,1.0,0.7,0.6666666666666666,1.0,0.6323796913328259,0,36.84949073923142,0,0.1910473109562437,1.1902052126916784,-1.1350607336730656,2.661240047910966,0.013730391877144726,0.066558050651116,-0.0795903742943254
102,Conservative,130.6588897705078,SELL,수익실현_0-5%,0.9444444444444444,0.8157894736842105,1.0,0.7,1.0,1.0,0.4678931803763118,0,40.03547160285646,0,0.42114962120493404,0.8623038715831716,1.3730391877144754,2.2108343673785833,0.030762265088736113,0.02762487911458565,-0.04476570389265924
105,Conservative,140.19737243652344,HOLD,관망,0.8333333333333334,0.8157894736842105,1.0,0.7,1.0,0.8,0.33479897313936313,0,54.13006186942848,1,0.7940533088857337,0.48914655353023545,0.3937965031438617,0.23628147255313997,-0.0020682468117294616,0.065682372884123,-0.04742546643846985
106,Conservative,139.90740966796875,BUY,매수 점수: 0.70,0.85,0.8333333333333334,1.0,0.7,1.0,0.8,0.5728326621758192,0,53.67356060351495,1,0.6913188176463304,0.6359318782322471,-0.20682468117294572,-0.3708495876421819,-0.02086755200037692,0.0015007134932901965,-0.0509539128268687
